Date,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2020-04-14,67.9501340306998,69.95223619410436,67.47690692059525,69.66101837158203,194994800
2020-04-15,68.53256171861511,69.4862886004415,68.10302246952716,69.02519989013672,131154400
2020-04-16,69.7410956561746,69.94009422345636,68.5204205220071,69.57364654541016,157125200
2020-04-17,69.08831335369332,69.63677048787753,67.1881318593353,68.62964630126953,215250000
2020-04-20,67.45265367496387,68.35784190926253,67.18570520408012,67.20511627197266,130015200
2020-04-21,67.0473614677832,67.28276042085989,64.41429253639382,65.12776947021484,180991600
2020-04-22,66.39939402555568,67.44048895263322,66.05722317141493,67.00366973876953,116862400
2020-04-23,66.94787571984011,68.37482987612435,66.70519664308368,66.74402618408203,124814400
2020-04-24,67.27063536119402,68.6806000437413,67.22209658899173,68.67089080810547,126161200
2020-04-27,68.38694490813113,69.05189045933044,67.93799464568525,68.71942138671875,117087600
2020-04-28,69.18292026480744,69.36492949955759,67.51329510571802,67.60550689697266,112004800
2020-04-29,69.0980126121264,70.29684778168853,68.89416308692655,69.8260498046875,137280800
2020-04-30,70.36721610873765,71.47626115798072,69.976506388418,71.29910278320312,183064000
2020-05-01,69.46688076275679,72.56103877053023,69.36981062017894,70.15123748779297,240616800
2020-05-04,70.1754815823106,71.27238786945037,69.4838450310099,71.14376831054688,133568000
2020-05-05,71.60488830234772,73.04640262096729,71.4592793740672,72.21158599853516,147751200
2020-05-06,72.9153300566067,73.58997737842726,72.52947133643356,72.95658874511719,142333600
2020-05-07,73.58514378532654,74.05837090774547,73.28179496479571,73.71133422851562,115215200
2020-05-08,74.37319856682336,75.51930873875061,74.04469357012428,75.46577453613281,133838400
2020-05-11,74.97180698726206,77.14965926401848,74.7625342106639,76.65325927734375,145946400
2020-05-12,77.33946490194451,77.79207364909227,75.65558421726155,75.77725219726562,162301200
2020-05-13,75.95731647939719,76.88199755928032,73.78189245874619,74.8623046875,200622400
2020-05-14,74.0982401903213,75.38305384243762,73.37309631079928,75.32221984863281,158929200
2020-05-15,73.085943325568,74.92312650763014,73.05187273308422,74.87689208984375,166348400
2020-05-18,76.20552437986748,77.01582984347145,75.51201542213853,76.6410903930664,135178400
2020-05-19,76.6581126858227,77.50735264930493,76.16657681294011,76.19821166992188,101729600
2020-05-20,77.05961894056877,77.75069207639052,77.02068430144911,77.68013000488281,111504800
2020-05-21,77.54144307709652,78.08408497746194,76.86253362412333,77.10100555419922,102688800
2020-05-22,76.83819763463005,77.68014544919457,76.73600068439247,77.597412109375,81803200
2020-05-26,78.71918198527375,78.89924821688763,77.01583028852903,77.0718002319336,125522000
2020-05-27,76.92822809774341,77.55359582351838,76.1860490206754,77.4075927734375,112945200
2020-05-28,77.08153336599706,78.70458757066594,76.80413421876992,77.4416732788086,133560800
2020-05-29,77.68498800975172,78.1473247460618,77.00851448794498,77.36621856689453,153532400
2020-06-01,77.31999390359594,78.43934069786921,77.18859041846218,78.31767272949219,80791200
2020-06-02,78.05000523231972,78.70457952577789,77.6071320252172,78.68024444580078,87642800
2020-06-03,79.00145559647322,79.37619506332315,78.4271788552984,79.11338806152344,104491200
2020-06-04,78.9357445019579,79.23504293791275,78.05729794865285,78.43203735351562,87560400
2020-06-05,78.68269152133999,80.7267122915967,78.6534923915688,80.66587829589844,137250400
2020-06-08,80.36167798797216,81.17685470787667,79.64870560971856,81.14278411865234,95654400
2020-06-09,80.82161381457999,84.09934224911986,80.78997894985643,83.70513916015625,147712400
2020-06-10,84.65657762001017,86.32829444981938,84.21614013366542,85.85865783691406,166651600
2020-06-11,84.99966970000351,85.42550756039871,81.63433719073035,81.73653411865234,201662400
2020-06-12,83.88277478636243,84.63224629678102,81.32774713453523,82.44222259521484,200146000
2020-06-15,81.09171712965171,84.11638164574502,80.92867875199258,83.46180725097656,138808800
2020-06-16,85.52284659086101,85.94625617218522,83.88276474697345,85.67371368408203,165428800
2020-06-17,86.42075685110076,86.48159083556952,85.43281353741015,85.55448150634766,114406400
2020-06-18,85.51070796524375,86.00711550377002,84.97780151050799,85.58857727050781,96820400
2020-06-19,86.2966575684398,86.76385839432308,83.98739454869698,85.09944152832031,264476000
2020-06-22,85.49366152486377,87.469548475875,85.44742709501291,87.32598114013672,135445200
2020-06-23,88.57429406296431,90.61345070235802,88.15332015682368,89.18993377685547,212155600
2020-06-24,88.81760424211798,89.73984939011008,87.2407849235748,87.61552429199219,192623200
2020-06-25,87.77128710141119,88.81762879904495,87.0096443292993,88.77869415283203,137522400
2020-06-26,88.67406487318402,88.89550150488402,85.90246451179942,86.0509033203125,205256800
2020-06-29,85.9584251297807,88.12898509123728,85.47905300682135,88.0340805053711,130646000
2020-06-30,87.62041296790133,89.05610113430572,87.60094935771706,88.76895904541016,140223200
2020-07-01,88.84681537177396,89.39188548967921,88.55238096980085,88.60104370117188,110737200
2020-07-02,89.51112514748854,90.14866410882917,88.48668294073944,88.60104370117188,114041600
2020-07-06,90.03429319420877,91.44077455841791,90.00265833546331,90.97113800048828,118655600
2020-07-07,91.35077040897662,92.13187690472026,90.57696369633243,90.68889617919922,112424400
2020-07-08,91.66953737441453,92.83268314668187,91.58193255368658,92.8010482788086,117092000
2020-07-09,93.6965037466287,93.75003795219516,92.14889068283713,93.20010375976562,125642800
2020-07-10,92.79371588915501,93.4215267013521,92.18051206363427,93.36312103271484,90257200
2020-07-13,94.67227687695217,97.29057387515883,92.71828964483974,92.93242645263672,191649200
2020-07-14,92.31191055961413,94.66253642553353,91.37507321337583,94.47030639648438,170989200
2020-07-15,96.3513281873508,96.60196399035682,93.91796799271907,95.12004852294922,153198000
2020-07-16,93.98851197519926,94.8085529497705,93.3485372297674,93.94957733154297,110577600
2020-07-17,94.4021760380504,94.55790717010848,93.2852575959958,93.759765625,92186800
2020-07-20,93.8473898583791,95.87437528671072,93.50184950233145,95.73567199707031,90318000
2020-07-21,96.52891910125467,96.60435263643559,94.16369384797662,94.4143295288086,103433200
2020-07-22,94.11505468915274,95.36336945972936,94.0274573004929,94.67959594726562,89001600
2020-07-23,94.41190829825081,94.48977758073065,89.55736078613936,90.37010192871094,197004400
2020-07-24,88.56212813927338,90.49178057488463,86.76873582504383,90.146240234375,185438800
2020-07-27,91.21203824708473,92.37518368443884,90.98817335217583,92.28271484375,121214000
2020-07-28,91.85202279586937,92.02966071554671,90.7618750492638,90.7667465209961,103625600
2020-07-29,91.25097745595819,92.69152948751328,91.21447855018052,92.506591796875,90329200
2020-07-30,91.67680769413195,93.73056344929799,91.2680051315171,93.62593078613281,158130000
2020-07-31,100.14249260806086,103.57839550277167,98.13739905674298,103.42752838134766,374336800
2020-08-03,105.31579399255398,108.66166323525441,105.01649553295304,106.03363800048828,308151200
2020-08-04,106.22344584387962,107.83676443958547,105.49830201297321,106.74175262451172,173071600
2020-08-05,106.46191633779561,107.44985972369943,105.99470803547494,107.12865447998047,121776800
2020-08-06,107.46203450000841,111.36270996964782,106.87072984975072,110.86630249023438,202428800
2020-08-07,110.3860424163052,110.84433996363158,107.54606913860891,108.34564971923828,198045600
2020-08-10,109.79611320774808,110.94185716723757,107.26085805079369,109.92044067382812,212403600
2020-08-11,109.18179510632157,109.6815301798731,106.39057229413092,106.65141296386719,187902400
2020-08-12,107.74598253329141,110.45432345102633,107.55096573953472,110.1959228515625,165598000
2020-08-13,111.58055905900497,113.15290889313627,111.09056951787859,112.1461181640625,210082000
2020-08-14,111.97059590519345,112.13636091412904,110.23004099312963,112.0461654663086,165565200
2020-08-17,113.17239437524739,113.19677333095444,111.12468856587184,111.75362396240234,119561600
2020-08-18,111.50497642122994,113.11145065744996,111.16856617508924,112.68484497070312,105633600
2020-08-19,113.09438654850844,114.2450033462818,112.73116465257537,112.82623291015625,145538000
2020-08-20,112.86767769232154,115.4443778648386,112.85061167913358,115.32980346679688,126907200
2020-08-21,116.29270335052242,121.75813472539492,116.28051759278713,121.27302551269531,338054800
2020-08-24,125.4927725055599,125.57810257788931,120.85130757212758,122.72349548339844,345937600
2020-08-25,121.59240052667008,122.06288397346509,119.98835862576146,121.71672058105469,211495600
2020-08-26,123.03797045440116,123.83023825240734,121.96779591940656,123.37194061279297,163022400
2020-08-27,123.97649247764066,124.31046260347257,120.74891061178384,121.8970947265625,155552400
2020-08-28,122.87461898845491,123.29391171689831,121.47535476838321,121.69963073730469,187630000
2020-08-31,124.4031081470526,127.73794429666664,122.86245023954196,125.82674407958984,225702700
2020-09-01,129.45410665665014,131.44331646895694,127.27964057724809,130.8387451171875,151948100
2020-09-02,134.1638713290683,134.5441593538075,123.8375762213709,128.1280059814453,200119000
2020-09-03,123.74978578666541,125.6317192300971,117.49939923565937,117.86993408203125,257599600
2020-09-04,117.08011491662583,120.61972095191703,108.12870745933931,117.94795227050781,332607200
2020-09-08,111.11250964380896,116.02700868136228,109.87413739256252,110.01065063476562,231366600
2020-09-09,114.34007128994196,116.17325409792939,112.38987396422294,114.39857482910156,176940500
2020-09-10,117.3628949087768,117.49940814881735,109.69861756632326,110.6639633178711,182274400
2020-09-11,111.71705524591432,112.36062394434131,107.26085458483016,109.21105194091797,180860300
2020-09-14,111.86332602698766,113.04319458206483,109.99113827543115,112.48738861083984,140150100
2020-09-15,115.38342905287787,115.87097839483434,110.78096207450275,112.66290283203125,184642000
2020-09-16,112.36061840613317,113.11144107787773,109.25005139587964,109.33780670166016,154679000
2020-09-17,106.9878355070113,109.40607622888594,106.00298369138476,107.59239196777344,178011000
2020-09-18,107.65090688938564,108.11895013810333,103.4482260852904,104.17955017089844,287104900
2020-09-21,101.93683396216227,107.44614391419555,100.5326892473239,107.33888244628906,195713800
2020-09-22,109.87412593250646,110.04964400266275,106.4417816531773,109.02578735351562,183055400
2020-09-23,108.84051984457511,109.31831612573531,104.11128518620949,104.45257568359375,150718700
2020-09-24,102.55115280375313,107.50465715946265,102.38538777091682,105.52520751953125,167743300
2020-09-25,105.72995643059598,109.64010445196426,104.98887930687886,109.48408508300781,149981400
2020-09-28,112.14609372191308,112.44837191175642,109.97162053852311,112.09733581542969,137672400
2020-09-29,111.69757545200666,112.43864521637902,110.741975312434,111.2490234375,99382200
2020-09-30,110.95648937570999,114.34008328098176,110.79072437109879,112.92618560791016,142675200
2020-10-01,114.71061497135939,114.78862465587767,112.94568863575778,113.88178253173828,116120400
2020-10-02,110.07889017847046,112.49713819553232,109.4255758436502,110.20565032958984,144712000
2020-10-05,111.07350441061017,113.74527295614752,110.72246825841832,113.59900665283203,106243800
2020-10-06,112.81891482742249,113.22846192888977,109.45482734146758,110.34217071533203,161498200
2020-10-07,111.76584137391013,112.67268367102449,111.28803754465702,112.21438598632812,96849000
2020-10-08,113.35524204497766,113.50150836130557,111.73657437259953,112.10711669921875,83477200
2020-10-09,112.40940011779863,114.08657141783722,112.05836391828292,114.05731964111328,100506900
2020-10-12,117.07036658463008,122.0628754189247,116.30979066521708,121.30229949951172,240226800
2020-10-13,122.15063319268191,122.26764773624913,116.67058225869611,118.08447265625,262330500
2020-10-14,117.98696241696997,119.9664119184526,116.64132866428777,118.17223358154297,150712000
2020-10-15,115.76372578098064,118.18196653560398,115.20791978630072,117.70417022705078,112559200
2020-10-16,118.25998458807123,118.52326543752153,115.85148929426413,116.05625915527344,115393800
2020-10-19,116.97284597845898,117.42139051387834,112.7799257876711,113.09195709228516,120639300
2020-10-20,113.3064778152816,116.01725873391653,112.75067179572477,114.5838623046875,124423700
2020-10-21,113.7647612616899,115.75396346252074,113.55023836168668,113.95978546142578,89946000
2020-10-22,114.52534061393521,115.1006527218332,111.73655770574223,112.86767578125,101988000
2020-10-23,113.4917280264103,113.64774737685771,111.43426933871073,112.17534637451172,82572600
2020-10-26,111.17101598676972,113.64776782516624,110.0691495843626,112.18511962890625,111850700
2020-10-27,112.61415013058482,114.35957774824622,111.68780931378838,113.6965103149414,92276800
2020-10-28,112.18511296666344,112.5556478095225,108.33346848159846,108.43097686767578,143937800
2020-10-29,109.57185625388539,114.01830445888464,109.40608380178328,112.44839477539062,146129200
2020-10-30,108.29446040306703,109.20130250137127,105.03763428104902,106.14924621582031,190272600
2020-11-02,106.39302272628981,107.9239274305086,104.64759511176818,106.06148529052734,122866900
2020-11-03,106.9293350359113,108.71376013684448,106.0224928792937,107.68991088867188,107624400
2020-11-04,111.29776550877692,112.71165565418494,109.5523379354268,112.08759307861328,138235500
2020-11-05,115.01289346688455,116.64131401748298,113.95979248109225,116.06600189208984,126387100
2020-11-06,115.5727390073877,116.4323036892573,113.43358602193297,115.93415069580078,114457900
2020-11-09,117.70210041193614,119.15750189056662,113.3554283153817,113.61915588378906,154515300
2020-11-10,112.86705932868448,114.8596862189922,111.4800244999921,113.27730560302734,138023400
2020-11-11,114.46897654176517,116.85231729677409,113.73639073565728,116.71556854248047,112295000
2020-11-12,116.84255382154495,117.7314207166171,115.81693072113664,116.44207000732422,103162300
2020-11-13,116.66674956497528,116.89140506897175,115.13320337049156,116.49092864990234,81581900
2020-11-16,116.15881215076331,118.18074882588525,115.40669394696378,117.50677490234375,91183000
2020-11-17,116.7741779499669,117.86816796066498,116.19787325311871,116.61788940429688,74271000
2020-11-18,115.85599399209619,117.03789809748132,115.26015699113172,115.28945922851562,76322100
2020-11-19,114.85968419200586,116.29555357911475,114.09779613817214,115.88530731201172,74113000
2020-11-20,115.88530450548863,116.0122833606363,114.566651563308,114.61548614501953,73604300
2020-11-23,114.45919488464406,114.88898089812312,111.10883584417593,111.20651245117188,127959300
2020-11-24,111.26512618596215,113.1600762396807,109.97576812456435,112.49586486816406,113874200
2020-11-25,112.86704104383878,114.03917519557105,112.49585951573405,113.33589172363281,76499200
2020-11-27,113.86337170986415,114.76200852686044,113.521499817773,113.88290405273438,46691300
2020-11-30,114.25409056951283,118.16121511006692,114.09780201081131,116.28579711914062,169410200
2020-12-01,118.20026515774896,120.60314540681418,117.2234842051738,119.87055969238281,127728200
2020-12-02,119.1868131981227,120.5054734972761,118.08305336151587,120.22220611572266,89004200
2020-12-03,120.65198415652675,120.90594929961036,119.37240344911088,120.08545684814453,78967600
2020-12-04,119.75337094532475,120.00733613826198,118.69844548443069,119.4114990234375,78260400
2020-12-07,119.4700809338177,121.67760806582265,119.41147645892518,120.87664794921875,86712000
2020-12-08,121.48224958003209,122.0780865564266,120.23196370264463,121.49201202392578,82225500
2020-12-09,121.638532607525,123.02555979189044,118.19049698695923,118.95238494873047,115089200
2020-12-10,117.7021162779425,120.99387109234236,117.36024440160968,120.37849426269531,81312200
2020-12-11,119.58730425363264,119.90964378868306,117.75095856237984,119.5677719116211,86939800
2020-12-14,119.75334504344477,120.48593076857054,118.71795960331949,118.95238494873047,79184500
2020-12-15,121.4529531337426,124.93029876658031,121.24783000590143,124.91075897216797,157243700
2020-12-16,124.45168548343347,125.38938700764821,123.62141557358976,124.84239196777344,98208600
2020-12-17,125.9070612822762,126.571280093327,125.06702905048816,125.71170806884766,94359800
2020-12-18,125.96568498617573,126.10243373072133,123.19162305629168,123.71908569335938,192541500
2020-12-21,122.11715093117222,125.33076114676192,120.58360513975681,125.25261688232422,121251600
2020-12-22,128.5541360749688,131.2891256020313,126.63963893467688,128.81787109375,168904800
2020-12-23,129.09137704629174,129.35509717792385,127.7434145333038,127.91924285888672,88223700
2020-12-24,128.27089053594116,130.36120131987872,128.0559975194573,128.90579223632812,54930100
2020-12-28,130.87888400818076,134.15109122678413,130.41001842398242,133.5161895751953,124486200
2020-12-29,134.84465167348836,135.56746024422537,131.22078675513583,131.7384796142578,121047300
2020-12-30,132.43195588802078,132.83243963312395,130.30256578086988,130.61514282226562,96452100
2020-12-31,130.9667947818931,131.61147380180907,128.66159108708325,129.60906982421875,99116600
2021-01-04,130.419798004515,130.5077047138714,123.81675662565017,126.40522766113281,143301900
2021-01-05,125.8973150850131,128.68114717522673,125.4479892220974,127.96808624267578,97664900
2021-01-06,124.75447411900687,128.00715673158123,123.44558366599814,123.66047668457031,155088000
2021-01-07,125.37965303797675,128.5737321838504,124.89126236938141,127.88021087646484,109578200
2021-01-08,129.3551144383391,129.5504825827211,127.20619899060827,128.98394775390625,105158200
2021-01-11,126.1903524513776,127.14759375428018,125.51637110895247,125.98522186279297,100384500
2021-01-12,125.5163499461026,126.67872164160659,123.91442981145272,125.80938720703125,91951100
2021-01-13,125.77031986493918,128.39786321634224,125.5065997184792,127.85086822509766,88636800
2021-01-14,127.76297053653161,127.95832377513628,125.77032875107238,125.91685485839844,90221800
2021-01-15,125.78985510810772,127.19642212299213,124.05118613262425,124.18793487548828,111598500
2021-01-19,124.81308118444944,125.72149530988855,123.9925886807919,124.86192321777344,90757300
2021-01-20,125.67265386569356,129.4137270875099,125.56520735367549,128.9644012451172,104319500
2021-01-21,130.6932767164714,136.42697536129248,130.48814618626398,133.69198608398438,120150900
2021-01-22,133.1157150150256,136.60283037919487,131.88497630652225,135.8409423828125,114459400
2021-01-25,139.74805806803522,141.72114486140973,133.36966473426315,139.60153198242188,157611700
2021-01-26,140.26576933716714,140.94951311366867,138.08753679306704,139.8359832763672,98390600
2021-01-27,140.09972112639457,140.949530910091,137.1498526175353,138.76153564453125,140843800
2021-01-28,136.28046069255305,138.69311044857827,133.52593169647875,133.90687561035156,142621100
2021-01-29,132.67617999744974,133.56505438488097,127.18667492713263,128.8960418701172,177523800
2021-02-01,130.64444666641413,132.2366043185905,127.88991734702876,131.025390625,106239800
2021-02-02,132.57847548555233,133.14501023071227,131.4844855801371,131.8556671142578,83305400
2021-02-03,132.60781218328634,132.6175895343007,130.5077385359951,130.830078125,89880900
2021-02-04,133.13524824047326,134.20969835709803,131.46494623573207,134.19993591308594,84183100
2021-02-05,134.36135298845358,134.42982206884446,132.9037691142245,133.7841796875,75693800
2021-02-08,133.07005180092128,133.97982321266207,131.9842042669653,133.930908203125,71297200
2021-02-09,133.64723399056535,134.8798267734332,132.8939994307771,133.05050659179688,76774200
2021-02-10,133.510263582445,134.00917580672544,131.4755214853653,132.44398498535156,73046600
2021-02-11,132.94288597227373,133.42222921972905,130.85924373219854,132.1896514892578,64280000
2021-02-12,131.42665885595727,132.58097584744993,130.7810163386291,132.42445373535156,60145100
2021-02-16,132.54184204307595,133.05051647602303,129.90058012743768,130.29188537597656,80576300
2021-02-17,128.39409374989066,129.3429884368885,126.65282647260507,127.99301147460938,97918500
2021-02-18,126.38864586900316,127.17124110732382,124.63760227076249,126.88755798339844,96856700
2021-02-19,127.4060647121988,127.86583900131197,125.9973958201727,127.04410552978516,87668800
2021-02-22,125.22460528382743,126.89740369774564,122.86704872666196,123.25834655761719,103916400
2021-02-23,121.0670645425184,123.95287146533934,115.81390958217581,123.12136840820312,158273000
2021-02-24,122.22138464103878,122.82788904485355,119.57035347401501,122.6224594116211,111039900
2021-02-25,121.96704845427313,123.70831567300634,117.91713263038818,118.35733795166016,148199500
2021-02-26,119.92252202962122,122.13334806816741,118.56276807411227,118.62146759033203,164560400
2021-03-01,121.05729069867618,125.14633726081128,120.11818049068046,125.00938415527344,116307900
2021-03-02,125.61588891931011,125.91914114090521,122.28986912474551,122.39747619628906,102260900
2021-03-03,122.09421455304867,122.97463264092775,119.18883859473966,119.404052734375,112966300
2021-03-04,119.10080486208311,120.91054865889173,116.03891416723145,117.51605224609375,178155000
2021-03-05,118.34755618226085,119.28666630320659,115.01175200979323,118.7779769897461,153766600
2021-03-08,118.29863856177148,118.36711510668628,113.68134163784862,113.82807922363281,154376600
2021-03-09,116.43998110747732,119.40404902510528,116.2052054457975,118.45515441894531,129525800
2021-03-10,119.04210671169741,119.51165804272296,116.85084228896541,117.36931610107422,111943300
2021-03-11,119.87361000523832,120.52902944875325,118.62146316885641,119.30622863769531,103026500
2021-03-12,117.78017258073191,118.5334145770574,116.5671562971472,118.3964614868164,88105100
2021-03-15,118.76819807777808,121.30183771867131,117.79973448364598,121.29205322265625,92403800
2021-03-16,122.96485323576835,124.45178328205833,122.00618152746164,122.83768463134766,115227900
2021-03-17,121.35076097755098,123.12137424397079,119.67796282439072,122.0453109741211,111932600
2021-03-18,120.20622830742447,120.4997035364168,117.70193421666097,117.90736389160156,121229700
2021-03-19,117.29105128250436,118.78775822996795,117.0758371529688,117.37908935546875,185549500
2021-03-22,117.71170963542201,121.17468273886081,117.64323308239008,120.70512390136719,111912300
2021-03-23,120.6464301462858,121.53662532316353,119.48232129775354,119.87361907958984,95467100
2021-03-24,120.14750584805427,120.22576688443581,117.45734429535013,117.4769058227539,88530500
2021-03-25,116.93888575254493,119.0127585740185,116.41063491697949,117.96603393554688,98844700
2021-03-26,117.73124520868502,118.83666177397079,116.33236096513146,118.5725326538086,94071200
2021-03-29,119.00297900233532,119.91274312400247,118.10299937711603,118.7486343383789,80819200
2021-03-30,117.49649105272375,117.78018175127832,116.27369017794591,117.29106140136719,85671900
2021-03-31,119.00297562612528,120.83228085062457,118.51385530498492,119.49209594726562,118323800
2021-04-01,120.96924318486211,121.47792504243581,119.82469594439944,120.32360076904297,75089100
2021-04-05,121.17467974982267,123.41485187715786,120.39208419443258,123.16050720214844,88651200
2021-04-06,123.7474357865334,124.36372467715026,122.91593276997253,123.4637451171875,80171300
2021-04-07,123.09203115107863,125.1365506661835,122.41704266839598,125.11698913574219,83466700
2021-04-08,126.14414494249527,127.5528140466846,125.72350857412272,127.52346801757812,88844600
2021-04-09,126.97565069226758,130.1451411281215,126.65282945773264,130.10601806640625,106686700
2021-04-12,129.63647010271666,129.95929134574504,127.78759565756825,128.3843231201172,91420000
2021-04-13,129.5581784481345,131.7298736233455,129.0592662236775,131.50486755371094,91266500
2021-04-14,132.0037726093852,132.06246464983604,128.79514503277485,129.15708923339844,87222800
2021-04-15,130.90815261502829,132.06246925552537,130.73206156076947,131.57334899902344,89347100
