Date,Open,High,Low,Close,Volume,SMA_50,SMA_200,RSI,MACD,Signal Line
2020-01-02,71.72101143907315,72.77659055848162,71.4668047519516,0.1282036810370484,135480400,0.07143150352048878,0.0,0.7515750530648501,0.46949099339447076,0.4562216432388369
2020-01-03,71.94131293879263,72.77172916472097,71.78394657407523,0.1232417659561959,146322800,0.07143150352048878,0.0,0.7515750530648501,0.46542452090446157,0.4553145078105063
2020-01-06,71.12786596061405,72.62164622763687,70.87607527260708,0.1272691084038926,118387200,0.07143150352048878,0.0,0.7515750530648501,0.46558543548514136,0.45462469576799586
2020-01-07,72.59259363206662,72.84922374466596,72.02123070618616,0.1248732118058698,108872000,0.07143150352048878,0.0,0.7515750530648501,0.4637924902805685,0.4536728817618887
2020-01-08,71.943758846659,73.70627893727402,71.943758846659,0.1330295842867995,132079200,0.07143150352048878,0.0,0.7515750530648501,0.46913714953432617,0.45410369972231773
2020-01-09,74.3841659131879,75.15647966923257,74.13238261481911,0.1439726999622915,170108400,0.07143150352048878,0.0,0.7515750530648501,0.48229688010668403,0.4573839838923628
2020-01-10,75.19762083507513,75.69877866776542,74.62867407248754,0.1451620002649553,140644800,0.07143150352048878,0.0,0.7515750530648501,0.4934359497762825,0.46249307858229377
2020-01-13,75.44942915816804,76.76405445807666,75.33079296168272,0.1564281172653311,121532000,0.07143150352048878,0.0,0.7515750530648501,0.5111232626881225,0.47052598244649546
2020-01-14,76.67448226895164,76.88511195829709,75.57774940600967,0.1491553933028417,161954400,0.07143150352048878,0.0,0.7515750530648501,0.5185461365828851,0.4786081760513088
2020-01-15,75.5002914579072,76.3839714245918,74.9434466626335,0.1468785338310153,121923600,0.07143150352048878,0.0,0.7515750530648501,0.5219367752052978,0.4858303035471993
2020-01-16,75.92154348740286,76.4323877854954,75.55838676505513,0.1535055228835621,108829200,0.07143150352048878,0.0,0.7515750530648501,0.5294266477758272,0.49327882190357036
2020-01-17,76.57035717765905,77.16835535095495,76.26288724448004,0.159435745815521,137816400,0.07143150352048878,0.0,0.7515750530648501,0.5394717906577318,0.5014784743204376
2020-01-21,76.79313187676424,77.23617988929628,76.50502691219032,0.1557656218423435,110843200,0.07143150352048878,0.0,0.7515750530648501,0.543536612870474,0.5089449635437883
2020-01-22,77.1296258918447,77.47099402402007,76.82215592624772,0.1576855841274407,101832400,0.07143150352048878,0.0,0.7515750530648501,0.5474509578489726,0.5157913542413941
2020-01-23,76.96983114393875,77.3668785027068,76.42024944843635,0.1602853378282209,104472000,0.07143150352048878,0.0,0.76305721507004,0.551759913786112,0.5222296946448161
2020-01-24,77.53393791090298,78.27961624864055,76.87299020657808,0.1587220585379927,146537600,0.07143150352048878,0.0,0.8019095263817071,0.5529171738014832,0.5276385247596727
2020-01-27,75.06688907368486,75.48088552561684,73.8127900649216,0.1428171348775781,161940000,0.07143150352048878,0.0,0.6254937117690479,0.5398384615076779,0.5290480323433551
2020-01-28,75.68185845150586,77.08606141566885,75.5825947326495,0.1576686629705005,162234000,0.07143150352048878,0.0,0.7132019517281207,0.5409613018515171,0.5304261179742863
2020-01-29,78.55078999397739,79.37394362780475,77.80752757594179,0.1689685687367917,216229200,0.07143150352048878,0.0,0.7248901373665295,0.5502872333314178,0.5336089848755252
2020-01-30,77.60415017442514,78.46361788035526,77.1707812088342,0.1681698472908424,126743200,0.07143150352048878,0.0,0.673968456248434,0.556018538237581,0.5374337992136912
2020-01-31,77.69856694811635,78.12224966790679,74.63837103116171,0.1437687357636042,199588400,0.07143150352048878,0.0,0.5128533152364063,0.5395251967205625,0.5368143698189525
2020-02-03,73.67237193822604,75.89731214570682,73.16879799630816,0.1423243865036423,173788400,0.07143150352048878,0.0,0.44199697433520324,0.5246212549630469,0.5329941035555626
2020-02-04,76.33794793595989,77.38626426505087,75.93121426303615,0.1596397100142084,136616400,0.07143150352048878,0.0,0.5724870314895143,0.5265066589341292,0.5303584803172114
2020-02-05,78.32563642255818,78.62585099313237,77.21922459648295,0.1640578455104797,118826800,0.07143150352048878,0.0,0.6044549322151214,0.5309549011697487,0.5292422811053266
2020-02-06,78.09563507421905,78.73721039613278,77.53637437960353,0.1704469209545289,105425600,0.07143150352048878,0.0,0.6034598125508008,0.5389756309129481,0.5301385599832178
2020-02-07,78.23244174012544,78.48240085764334,77.1719355094332,0.1629354801640667,117684000,0.07143150352048878,0.0,0.5368912507050237,0.5383119278319005,0.530707526365563
2020-02-10,76.24488144952362,78.0334243774414,76.16480064339702,0.1655243100799867,109348800,0.07143150352048878,0.0,0.5678029945758224,0.5391292900242689,0.5313450339651057
2020-02-11,78.53095482016886,78.60375558460609,77.34425051799536,0.1622201864475884,94323200,0.07143150352048878,0.0,0.5418687074884332,0.5362682234563475,0.5312168026404662
2020-02-12,78.0140331926388,79.40943770675925,78.0140331926388,0.1751480038978635,113730400,0.07143150352048878,0.0,0.5860206993812934,0.5438604764127,0.532807872623172
2020-02-13,78.67410664216737,79.16674472243865,78.47025716819051,0.1711792429238773,94747600,0.07143150352048878,0.0,0.574263622943958,0.5457087612153024,0.5344930379585834
2020-02-14,78.80758309855572,79.10851012138082,78.34892359887368,0.1713155760427689,80113600,0.07143150352048878,0.0,0.6619426973952325,0.5463999990696982,0.5359953693143689
2020-02-18,76.53127920512857,77.5966440338326,76.34926987588581,0.1611812488306463,152531200,0.07143150352048878,0.0,0.5381478441999781,0.5377596562045005,0.5352697748759827
2020-02-19,77.65728500864738,78.76632988761132,77.65728500864738,0.1690501758354527,93984000,0.07143150352048878,0.0,0.5202998038548706,0.5366610423718862,0.5344442241324459
2020-02-20,78.29551817542524,78.78572703430541,77.22287385707519,0.163395189443597,100566000,0.07143150352048878,0.0,0.4953311275269542,0.5304003643931906,0.5323871719009221
2020-02-21,77.32238890983989,77.76649566805042,75.35183643347615,0.1510465467827687,129554000,0.07143150352048878,0.0,0.5619439999581588,0.5146809826306421,0.5272349016697229
2020-02-24,72.13876186738017,73.81809639904387,70.19004979476811,0.1257187877211946,222195200,0.07143150352048878,0.0,0.44296824405383706,0.4810932089793648,0.5156204344185923
2020-02-25,73.034234061443,73.41766354957142,69.43773019101052,0.1085155936493398,230673600,0.07143150352048878,0.0,0.28290790881177075,0.4405471304284659,0.49728397357522974
2020-02-26,69.53482499231708,72.28923357582319,69.5275449173606,0.1162997542255502,198054800,0.07143150352048878,0.0,0.3045591795644541,0.41548951116781796,0.47702503287163744
2020-02-27,68.21708245275049,69.4062083168437,66.2416714304022,0.0837160852624969,320605600,0.07143150352048878,0.0,0.19744390534351872,0.3697693558278923,0.4506187770812063
2020-02-28,62.43161094700909,67.56427105877654,62.21562305087625,0.0834435261206438,426510000,0.07143150352048878,0.0,0.20930071117488475,0.33486177794700334,0.4217067037570741
2020-03-02,68.50340283810155,73.15313167089495,67.39678759420204,0.1267916747479471,341397200,0.07143150352048878,0.0,0.40226840569612915,0.34457217932056283,0.4007432097849531
2020-03-03,73.69435237651876,73.77443320656704,69.35767141404621,0.1106279002247194,319475600,0.07143150352048878,0.0,0.37351785507465074,0.3403568102519775,0.383032063815508
2020-03-04,71.93976834476976,73.6288122283086,71.13650139150472,0.1334857594006398,219178400,0.07143150352048878,0.0,0.40739087807347785,0.3572586442789022,0.37263355308284457
2020-03-05,71.71650798671432,72.69450423193115,70.7191006767236,0.1167596776969406,187572800,0.07143150352048878,0.0,0.3815326021058684,0.35807218196147417,0.36449622583120117
2020-03-06,68.43547696188391,70.57590748684923,68.24861680086957,0.1101338131516586,226176800,0.07143150352048878,0.0,0.3688313516172517,0.3545491586081892,0.357200459463594
2020-03-09,64.00658563730508,67.48660157527603,63.82457638904733,0.0711969458811066,286744800,0.07143150352048878,0.0,0.32294931339035987,0.3211886341920306,0.3439218893219843
2020-03-10,67.25606913589775,69.5129811258908,65.37044835521063,0.1038487814036057,285290000,0.07143150352048878,0.0,0.38987872843470056,0.3235009105385799,0.33381484827917823
2020-03-11,67.31673591637701,68.24619329059158,65.9747138459021,0.0869692847801797,255598800,0.07143150352048878,0.0,0.3734051107963882,0.3131428574180508,0.3234185747170672
2020-03-12,62.11126834135515,65.52333473547242,60.18439634961911,0.0406401744892568,418474000,0.07143150352048878,0.0,0.330498562811229,0.2688409034711754,0.30521882038392956
2020-03-13,64.28325788918951,67.93072375869788,61.38566570157223,0.0912956926124049,370732000,0.07143150352048878,0.0,0.46510491243165686,0.2779320722580931,0.29268704521757594
2020-03-16,58.71619413875295,62.87328365743621,58.242970742071286,0.0303865156371302,322423600,0.06911455957703418,0.0,0.4094137515955078,0.23732047257922861,0.27360212180237564
2020-03-17,60.06548110830406,62.516536915107906,57.85467515419299,0.0485263439387934,324056000,0.06734481452443401,0.0,0.4265144603705113,0.22301434420748503,0.255142818584131
2020-03-18,58.18714954728448,60.66975488014331,57.54404792376218,0.0379830709179609,300233600,0.06522994293781305,0.0,0.45322787381801083,0.20597408851707366,0.23657409131314
2020-03-19,60.036357886139776,61.35895770048267,58.87635255804571,0.0347638475840711,271857200,0.06309556964219905,0.0,0.44947886720357877,0.1929882301876658,0.21882226654786294
2020-03-20,59.985403245758334,61.11386300197094,55.330821042511275,0.0082950081623163,401693200,0.0601410470948585,0.0,0.34065882559987637,0.16427296276472392,0.19821509847686491
2020-03-23,55.35023092369006,55.45215566699075,51.59598621533572,0.0,336752800,0.05673084118839376,0.0,0.34889413364698385,0.13845544902575108,0.17597007720782948
2020-03-24,57.35962428486816,60.10917855165599,56.859706000541046,0.0383408516461126,287531200,0.05420062461225998,0.0,0.3788973380514762,0.15342227965557326,0.16151281198484668
2020-03-25,60.85177578567194,62.671868780258336,59.28649655092537,0.0360243934541682,303602000,0.051348684694423344,0.0,0.3954625026583193,0.16685192871377114,0.15294284214417925
2020-03-26,59.82523808416542,62.77621240154902,59.78640854897909,0.0580306793426837,252087200,0.0491902613415708,0.0,0.4428660495440929,0.19885757501951468,0.15322658152654756
2020-03-27,61.33712415208677,62.09428153233142,59.95385443702902,0.0398056026807396,204216800,0.04665408092454175,0.0,0.47076606492919015,0.21208124257398298,0.1564034656877094
2020-03-30,60.84934577792082,62.0093513301557,60.52415303960045,0.0518477903378694,167976400,0.04424616747945158,0.0,0.4335206398682806,0.23524412743462103,0.16411207387150795
2020-03-31,62.0287624061651,63.700817094858024,61.15511640489983,0.0509620534487941,197002000,0.04167680796544694,0.0,0.45707266979365335,0.25533527269043355,0.17476082761476203
2020-04-01,59.82036933508518,60.3591169738146,58.0318264145662,0.0281721466404595,176218400,0.038654568173640644,0.0,0.49638372932453523,0.25483954997894875,0.18316924640270443
2020-04-02,58.32547715782636,59.49276269917482,57.49066070248686,0.035019378473054,165934000,0.0357490380338588,0.0,0.3954005684460079,0.2625088926656675,0.1916068334012504
2020-04-03,58.9224639013772,59.626231543601605,57.99300285608874,0.0290238270237945,129880000,0.03263991540467992,0.0,0.5160032513329894,0.26596283168225854,0.1991273964577316
2020-04-06,60.88817032671101,63.85127936413574,60.51930084799207,0.0648948858801834,201820400,0.03041748032866655,0.0,0.5623556954796346,0.30038597478753654,0.2128228494639844
2020-04-07,65.71748491139161,65.93590198494132,62.853875034378305,0.0597169315345358,202887200,0.02844912935418953,0.0,0.5777368476350472,0.325039271882037,0.22927878902696003
2020-04-08,63.76147775323179,64.88508270225176,63.395037501230945,0.0710266098044396,168895200,0.026396884438781798,0.0,0.6128190853634663,0.3552694052416767,0.24918718029154252
2020-04-09,65.20786807728709,65.54033721316215,64.2371518120858,0.0742969982188876,161834800,0.02415444855309648,0.0,0.7093521900272466,0.38293585715458794,0.2712856352166404
2020-04-13,65.11322975905965,66.4212736836315,64.51138291538209,0.0832563224350016,131022800,0.022143146382073958,0.0,0.7580709395494868,0.41294073233196915,0.2956577889098555
2020-04-14,67.9501340306998,69.95223619410436,67.47690692059525,0.1067614158638845,194994800,0.021266573386377538,0.0,0.7318301581213423,0.45635656417854115,0.32484057411807177
2020-04-15,68.53256171861511,69.4862886004415,68.10302246952716,0.1022988355566626,131154400,0.02031850913333061,0.0,0.7227515762303831,0.48686424793589617,0.3549923569368886
2020-04-16,69.7410956561746,69.94009422345636,68.5204205220071,0.1061481845686974,157125200,0.01905148339811924,0.0,0.6835559154279863,0.5137229771089146,0.38510534094934545
2020-04-17,69.08831335369332,69.63677048787753,67.1881318593353,0.0995225877632404,215250000,0.017522870562473994,0.0,0.7385622935044438,0.5288321517517511,0.41256623359000694
2020-04-20,67.45265367496387,68.35784190926253,67.18570520408012,0.0895243259301843,130015200,0.015606099455237998,0.0,0.6597294341914202,0.5317996271948098,0.4351969224518337
2020-04-21,67.0473614677832,67.28276042085989,64.41429253639382,0.0749441789238851,180991600,0.013521895607665715,0.0,0.6014221926428878,0.5214655340019813,0.45099617771600264
2020-04-22,66.39939402555568,67.44048895263322,66.05722317141493,0.088110445462308,116862400,0.011688233959098876,0.0,0.7364765669475645,0.5235669610120269,0.4641043614150994
2020-04-23,66.94787571984011,68.37482987612435,66.70519664308368,0.0862881011174068,124814400,0.009889670440105428,0.0,0.7114105262962972,0.5231036494116938,0.4744875543327471
2020-04-24,67.27063536119402,68.6806000437413,67.22209658899173,0.0998120680620338,126161200,0.008105227601819517,0.0,0.7715856567024096,0.5332130754626231,0.48504928647844947
2020-04-27,68.38694490813113,69.05189045933044,67.93799464568525,0.1001526866674027,117087600,0.006422858779639204,0.0,0.6821790706139101,0.5406865378999446,0.49516582783564306
2020-04-28,69.18292026480744,69.36492949955759,67.51329510571802,0.092334523133417,112004800,0.0045520759631690055,0.0,0.6668069847586542,0.5393231960165751,0.5029549310578934
2020-04-29,69.0980126121264,70.29684778168853,68.89416308692655,0.1079197118948129,137280800,0.003290497845279003,0.0,0.6804954741175598,0.550231879330757,0.5116196871523708
2020-04-30,70.36721610873765,71.47626115798072,69.976506388418,0.1182585387852729,183064000,0.0020874229518241944,0.0,0.7012182060427277,0.5663314945922614,0.5221429417235021
2020-05-01,69.46688076275679,72.56103877053023,69.36981062017894,0.1102020868070344,240616800,0.0008274658013234099,0.0,0.6317727450687993,0.5712389981602202,0.5316562952802506
2020-05-04,70.1754815823106,71.27238786945037,69.4838450310099,0.1171683022178603,133568000,2.5009573537404517e-05,0.0,0.569185810959644,0.5796334575048905,0.5411395867543665
2020-05-05,71.60488830234772,73.04640262096729,71.4592793740672,0.1246629289473124,147751200,0.0,0.0,0.623184220375438,0.5910972514768729,0.5512835257264852
2020-05-06,72.9153300566067,73.58997737842726,72.52947133643356,0.1298918341816581,142333600,0.0005063278089555701,0.0,0.6283127757223499,0.6029783109097551,0.5620490649159394
2020-05-07,73.58514378532654,74.05837090774547,73.28179496479571,0.1351891201673096,115215200,0.0009537503225351129,0.0,0.684572012253328,0.6151069315865992,0.5733671094346348
2020-05-08,74.37319856682336,75.51930873875061,74.04469357012428,0.1475029031029225,133838400,0.0024646352542685712,0.0,0.7825512850749722,0.6330415707438233,0.5864223458945038
2020-05-11,74.97180698726206,77.14965926401848,74.7625342106639,0.1558374296634092,145946400,0.00417939171516872,0.0,0.9060584154601462,0.6520595540034017,0.6011090047784854
2020-05-12,77.33946490194451,77.79207364909227,75.65558421726155,0.1496890523220379,162301200,0.004721749900200814,0.0,0.8327286096043648,0.6598403078508227,0.6145940370924455
2020-05-13,75.95731647939719,76.88199755928032,73.78189245874619,0.1432673661673033,200622400,0.005494863827844074,0.0,0.7976669697849446,0.6585043083640341,0.6250840325328153
2020-05-14,74.0982401903213,75.38305384243762,73.37309631079928,0.1464953445934708,158929200,0.0058030150556592774,0.0,0.7700942842059959,0.6579490346519284,0.6333521602353392
2020-05-15,73.085943325568,74.92312650763014,73.05187273308422,0.1433697498763845,166348400,0.006433313892463474,0.0,0.7454486990506436,0.6528047809628068,0.6388190990521772
2020-05-18,76.20552437986748,77.01582984347145,75.51201542213853,0.1557520206592332,135178400,0.00751384847107045,0.0,0.8372715431362778,0.6568330645400069,0.6440912664757861
2020-05-19,76.6581126858227,77.50735264930493,76.16657681294011,0.1526436148389122,101729600,0.009443033042968688,0.0,0.7720784274171791,0.6553067215324659,0.6479685087916935
